choice,rt,task,ppt,feedback,safe_magnitudes,risky_magnitudes,optimal,risky_probability,ambiguity,attempt,rt_flip
0,2.929,2,235,45,0.45,0.52,1,0.5,0,1,2.929
1,2.847,2,235,-54,-0.36,-0.54,1,0.5,0,1,2.847
0,2.098,2,235,45,0.45,0.77,1,0.5,1,1,2.098
1,2.683,2,235,0,-0.46,-0.39,1,0.5,0,1,2.683
0,1.237,2,235,-45,-0.45,-1.03,1,0.5,1,1,1.237
1,1.609,2,235,103,0.45,1.03,1,0.5,1,1,1.609
0,0.884,2,235,52,0.52,0.78,1,0.5,1,1,0.884
0,4.968,2,235,47,0.47,1.13,0,0.5,0,1,-4.968
1,1.623,2,235,0,-0.42,-0.36,1,0.5,1,1,1.623
1,2.266,2,235,62,0.3,0.62,1,0.5,0,1,2.266
0,0.964,2,235,-35,-0.35,-0.91,1,0.5,0,1,0.964
0,1.403,2,235,-42,-0.42,-0.8,0,0.5,1,1,-1.403
1,1.711,2,235,130,0.55,1.3,1,0.5,0,1,1.711
1,2.209,2,235,-130,-0.53,-1.3,0,0.5,1,1,-2.209
1,1.654,2,235,0,0.49,1.02,1,0.5,0,1,1.654
1,1.156,2,235,88,0.4,0.88,1,0.5,0,1,1.156
0,1.353,2,235,-38,-0.38,-0.54,0,0.5,1,1,-1.353
1,1.385,2,235,-103,-0.49,-1.03,0,0.5,0,1,-1.385
1,1.826,2,235,-56,-0.32,-0.56,1,0.5,0,1,1.826
1,1.7,2,235,70,0.52,0.7,0,0.5,0,1,-1.7
0,0.89,2,235,34,0.34,0.49,1,0.5,1,1,0.89
1,3.943,2,235,0,0.55,1.19,1,0.5,1,1,3.943
0,1.203,2,235,30,0.3,0.5,1,0.5,1,1,1.203
1,1.261,2,235,0,0.35,0.98,1,0.5,1,1,1.261
0,1.011,2,235,42,0.42,0.39,1,0.5,1,1,1.011
1,1.363,2,235,0,-0.43,-0.52,1,0.5,0,1,1.363
0,1.486,2,235,-52,-0.52,-0.78,0,0.5,0,1,-1.486
1,1.653,2,235,0,-0.35,-0.84,0,0.5,1,1,-1.653
0,1.523,2,235,36,0.36,0.54,1,0.5,0,1,1.523
0,0.871,2,235,-30,-0.3,-0.56,0,0.5,1,1,-0.871
0,3.248,2,235,-42,-0.42,-0.96,1,0.5,0,1,3.248
1,1.824,2,235,0,0.51,0.82,0,0.5,1,1,-1.824
0,1.323,2,235,-55,-0.55,-1.62,1,0.5,0,1,1.323
1,1.263,2,235,0,0.37,0.91,1,0.5,0,1,1.263
1,1.233,2,235,88,0.4,0.88,1,0.5,1,1,1.233
0,0.897,2,235,-53,-0.53,-0.82,0,0.5,1,1,-0.897
0,1.006,2,235,-51,-0.51,-0.82,0,0.5,0,1,-1.006
0,5.602,2,236,42,0.42,0.96,0,0.5,0,1,-5.602
1,3.07,2,236,49,0.36,0.49,0,0.5,0,1,-3.07
1,7.069,2,236,-119,-0.53,-1.19,0,0.5,1,1,-7.069
0,2.636,2,236,32,0.32,0.62,1,0.5,0,1,2.636
0,0.937,2,236,42,0.42,0.39,1,0.5,1,1,0.937
1,1.119,2,236,0,0.35,0.98,1,0.5,1,1,1.119
1,3.162,2,236,0,0.47,1.03,1,0.5,1,1,3.162
1,1.486,2,236,-62,-0.32,-0.62,1,0.5,0,1,1.486
1,1.553,2,236,-65,-0.41,-0.65,1,0.5,1,1,1.553
0,0.954,2,236,-52,-0.52,-0.78,0,0.5,0,1,-0.954
0,1.411,2,236,37,0.37,0.91,0,0.5,0,1,-1.411
1,3.47,2,236,0,-0.3,-0.74,0,0.5,1,1,-3.47
1,4.77,2,236,-78,-0.52,-0.78,1,0.5,1,1,4.77
1,2.245,2,236,-92,-0.51,-0.92,1,0.5,1,1,2.245
1,1.687,2,236,0,0.34,0.59,0,0.5,1,1,-1.687
1,1.178,2,236,0,0.55,1.62,1,0.5,0,1,1.178
0,2.087,2,236,45,0.45,0.52,1,0.5,0,1,2.087
1,3.169,2,236,-38,-0.42,-0.38,1,0.5,0,1,3.169
0,4.162,2,236,49,0.49,1.22,0,0.5,0,1,-4.162
1,1.287,2,236,0,0.47,1.22,1,0.5,0,1,1.287
0,4.027,2,236,-37,-0.37,-0.84,1,0.5,1,1,4.027
1,1.345,2,236,88,0.42,0.88,1,0.5,1,1,1.345
0,1.612,2,236,50,0.5,0.62,1,0.5,1,1,1.612
0,1.662,2,236,-37,-0.37,-0.98,1,0.5,0,1,1.662
0,3.087,2,236,43,0.43,0.52,1,0.5,1,1,3.087
0,1.086,2,236,-42,-0.42,-0.8,0,0.5,0,1,-1.086
0,1.453,2,236,-47,-0.47,-1.13,1,0.5,1,1,1.453
1,1.97,2,236,-58,-0.41,-0.58,1,0.5,0,1,1.97
0,1.362,2,236,52,0.52,0.62,1,0.5,0,1,1.362
1,2.995,2,236,-140,-0.53,-1.4,0,0.5,0,1,-2.995
0,1.145,2,236,-36,-0.36,-0.65,0,0.5,0,1,-1.145
0,1.321,2,236,55,0.55,1.4,0,0.5,1,1,-1.321
1,2.012,2,236,-39,-0.44,-0.39,1,0.5,1,1,2.012
0,2.745,2,236,-36,-0.36,-0.54,0,0.5,1,1,-2.745
0,0.92,2,236,-49,-0.49,-1.02,1,0.5,0,1,0.92
0,1.237,2,236,42,0.42,0.4,1,0.5,0,1,1.237
0,1.953,2,236,-47,-0.47,-1.22,1,0.5,0,1,1.953
1,1.128,2,236,0,0.51,0.82,0,0.5,1,1,-1.128
0,0.862,2,236,32,0.32,0.5,1,0.5,1,1,0.862
1,5.01,2,237,0,-0.52,-0.94,1,0.5,0,1,5.01
0,4.57,2,237,32,0.32,0.56,1,0.5,1,1,4.57
0,4.832,2,237,54,0.54,0.7,1,0.5,0,1,4.832
1,4.176,2,237,0,-0.51,-1.02,1,0.5,0,1,4.176
1,2.372,2,237,0,-0.43,-0.52,1,0.5,0,1,2.372
1,2.08,2,237,105,0.37,1.05,1,0.5,1,1,2.08
0,3.152,2,237,45,0.45,1.03,0,0.5,0,1,-3.152
1,1.975,2,237,-40,-0.42,-0.4,1,0.5,0,1,1.975
1,1.212,2,237,0,0.53,1.62,1,0.5,1,1,1.212
1,1.817,2,237,0,0.34,0.65,0,0.5,0,1,-1.817
0,3.318,2,237,-42,-0.42,-0.96,1,0.5,0,1,3.318
1,1.775,2,237,0,-0.32,-0.5,1,0.5,1,1,1.775
0,2.276,2,237,41,0.41,0.65,1,0.5,1,1,2.276
0,2.287,2,237,44,0.44,0.37,1,0.5,1,1,2.287
1,1.883,2,237,-94,-0.52,-0.94,1,0.5,1,1,1.883
1,4.816,2,237,-151,-0.55,-1.51,0,0.5,1,1,-4.816
1,1.772,2,237,59,0.36,0.59,0,0.5,1,1,-1.772
0,2.319,2,237,-42,-0.42,-0.72,0,0.5,1,1,-2.319
1,1.65,2,237,0,0.32,0.56,0,0.5,0,1,-1.65
1,2.406,2,237,0,-0.51,-0.92,1,0.5,1,1,2.406
1,1.583,2,237,0,0.43,0.71,0,0.5,0,1,-1.583
0,1.215,2,237,52,0.52,0.78,1,0.5,1,1,1.215
1,2.545,2,237,-113,-0.47,-1.13,0,0.5,1,1,-2.545
1,2.073,2,237,0,-0.44,-0.38,1,0.5,1,1,2.073
0,3.086,2,237,-55,-0.55,-1.62,1,0.5,0,1,3.086
1,1.38,2,237,0,0.38,0.88,1,0.5,1,1,1.38
1,1.713,2,237,132,0.45,1.32,1,0.5,1,1,1.713
1,2.696,2,237,-43,-0.36,-0.43,1,0.5,0,1,2.696
0,2.754,2,237,42,0.42,0.64,1,0.5,0,1,2.754
0,2.167,2,237,-49,-0.49,-1.32,1,0.5,0,1,2.167
1,2.466,2,237,0,-0.43,-0.71,1,0.5,1,1,2.466
0,0.691,2,237,44,0.44,0.38,1,0.5,0,1,0.691
1,1.419,2,237,0,0.33,0.77,1,0.5,0,1,1.419
0,2.506,2,237,-30,-0.3,-0.74,1,0.5,0,1,2.506
0,2.619,2,237,49,0.49,0.92,1,0.5,1,1,2.619
1,1.039,2,237,112,0.51,1.12,1,0.5,0,1,1.039
0,1.822,2,237,55,0.55,1.3,0,0.5,0,1,-1.822
0,1.114,2,237,-38,-0.38,-0.65,0,0.5,1,1,-1.114
0,1.629,2,237,-35,-0.35,-0.84,1,0.5,1,1,1.629
1,1.912,2,237,-84,-0.33,-0.84,0,0.5,0,1,-1.912
1,2.36,2,238,0,-0.38,-0.43,1,0.5,1,1,2.36
1,3.859,2,238,0,-0.47,-1.22,0,0.5,0,1,-3.859
1,1.438,2,238,0,0.53,1.12,1,0.5,0,1,1.438
0,1.737,2,238,38,0.38,0.49,1,0.5,1,1,1.737
0,0.948,2,238,42,0.42,0.37,1,0.5,1,1,0.948
1,2.942,2,238,-64,-0.38,-0.64,1,0.5,1,1,2.942
1,2.111,2,238,0,-0.43,-0.52,1,0.5,0,1,2.111
1,1.971,2,238,-151,-0.53,-1.51,0,0.5,1,1,-1.971
1,1.884,2,238,0,-0.44,-0.36,1,0.5,1,1,1.884
1,1.538,2,238,0,-0.38,-0.88,0,0.5,0,1,-1.538
0,3.471,2,238,-50,-0.5,-0.94,0,0.5,1,1,-3.471
0,2.219,2,238,53,0.53,1.4,0,0.5,1,1,-2.219
0,1.285,2,238,40,0.4,0.8,1,0.5,0,1,1.285
0,1.576,2,238,43,0.43,0.71,1,0.5,1,1,1.576
1,1.413,2,238,92,0.53,0.92,0,0.5,1,1,-1.413
0,1.662,2,238,-49,-0.49,-1.12,1,0.5,1,1,1.662
0,1.252,2,238,42,0.42,0.36,1,0.5,0,1,1.252
0,1.522,2,238,33,0.33,1.05,0,0.5,1,1,-1.522
0,1.518,2,238,52,0.52,0.62,1,0.5,1,1,1.518
1,0.983,2,238,130,0.53,1.3,1,0.5,0,1,0.983
1,3.374,2,238,-112,-0.53,-1.12,0,0.5,0,1,-3.374
0,1.439,2,238,37,0.37,0.98,0,0.5,0,1,-1.439
0,1.145,2,238,-55,-0.55,-1.4,1,0.5,0,1,1.145
1,1.379,2,238,72,0.4,0.72,0,0.5,1,1,-1.379
0,1.168,2,238,32,0.32,0.74,0,0.5,0,1,-1.168
0,1.634,2,238,-32,-0.32,-0.74,1,0.5,0,1,1.634
1,1.301,2,238,-103,-0.49,-1.03,0,0.5,1,1,-1.301
0,1.792,2,238,30,0.3,0.62,0,0.5,1,1,-1.792
0,0.97,2,238,43,0.43,0.65,1,0.5,0,1,0.97
1,1.214,2,238,113,0.49,1.13,1,0.5,1,1,1.214
0,0.8,2,238,-33,-0.33,-1.05,1,0.5,1,1,0.8
1,1.605,2,238,0,-0.33,-0.84,0,0.5,0,1,-1.605
1,1.198,2,238,0,0.45,1.32,1,0.5,0,1,1.198
1,1.925,2,238,0,-0.34,-0.59,1,0.5,0,1,1.925
1,1.641,2,238,-37,-0.44,-0.37,1,0.5,0,1,1.641
1,1.045,2,238,0,-0.32,-0.74,0,0.5,1,1,-1.045
1,2.331,2,238,-71,-0.45,-0.71,1,0.5,1,1,2.331
1,3.254,2,238,86,0.52,0.86,0,0.5,0,1,-3.254
1,8.178,2,239,-65,-0.41,-0.65,1,0.5,1,1,8.178
1,2.679,2,239,0,-0.46,-0.4,1,0.5,1,1,2.679
0,2.796,2,239,-38,-0.38,-0.96,1,0.5,1,1,2.796
0,4.228,2,239,49,0.49,1.12,0,0.5,0,1,-4.228
0,1.537,2,239,-45,-0.45,-1.22,1,0.5,1,1,1.537
1,2.82,2,239,-103,-0.47,-1.03,0,0.5,0,1,-2.82
1,5.512,2,239,54,0.34,0.54,0,0.5,0,1,-5.512
0,1.037,2,239,36,0.36,0.43,1,0.5,1,1,1.037
0,0.754,2,239,44,0.44,0.38,1,0.5,0,1,0.754
1,1.187,2,239,0,0.53,1.4,1,0.5,0,1,1.187
0,1.129,2,239,35,0.35,0.77,0,0.5,1,1,-1.129
1,1.954,2,239,-78,-0.52,-0.78,1,0.5,1,1,1.954
0,0.637,2,239,52,0.52,0.86,1,0.5,1,1,0.637
0,0.537,2,239,38,0.38,0.96,0,0.5,1,1,-0.537
0,1.02,2,239,30,0.3,0.5,1,0.5,1,1,1.02
0,1.02,2,239,-37,-0.37,-0.77,1,0.5,1,1,1.02
0,3.17,2,239,-40,-0.4,-0.8,1,0.5,0,1,3.17
1,4.512,2,239,68,0.3,0.68,1,0.5,0,1,4.512
0,1.262,2,239,-55,-0.55,-1.51,1,0.5,0,1,1.262
0,1.072,2,239,40,0.4,0.88,0,0.5,0,1,-1.072
0,2.311,2,239,42,0.42,0.4,1,0.5,1,1,2.311
1,1.387,2,239,-56,-0.3,-0.56,1,0.5,0,1,1.387
0,1.154,2,239,-49,-0.49,-0.82,0,0.5,0,1,-1.154
1,1.662,2,239,-43,-0.36,-0.43,1,0.5,0,1,1.662
1,2.804,2,239,-58,-0.43,-0.58,1,0.5,0,1,2.804
0,3.071,2,239,43,0.43,0.71,1,0.5,0,1,3.071
1,1.063,2,239,0,0.53,1.02,0,0.5,1,1,-1.063
0,1.187,2,239,41,0.41,0.52,1,0.5,1,1,1.187
0,1.379,2,239,-53,-0.53,-1.3,1,0.5,1,1,1.379
0,0.637,2,239,54,0.54,0.62,1,0.5,0,1,0.637
0,0.612,2,239,53,0.53,1.19,0,0.5,1,1,-0.612
1,1.427,2,239,0,-0.44,-0.38,1,0.5,0,1,1.427
1,3.645,2,239,0,-0.53,-1.12,0,0.5,1,1,-3.645
1,1.229,2,239,98,0.33,0.98,1,0.5,0,1,1.229
1,1.97,2,239,-84,-0.33,-0.84,0,0.5,0,1,-1.97
0,2.17,2,239,49,0.49,1.03,0,0.5,1,1,-2.17
0,1.645,2,239,-30,-0.3,-0.68,1,0.5,1,1,1.645
0,0.721,2,239,-34,-0.34,-0.65,0,0.5,1,1,-0.721
0,0.73,2,239,49,0.49,1.41,0,0.5,0,1,-0.73
0,1.046,2,239,-52,-0.52,-0.86,0,0.5,0,1,-1.046
0,7.071,2,240,55,0.55,1.62,0,0.5,1,1,-7.071
0,2.892,2,240,46,0.46,0.39,1,0.5,0,1,2.892
0,6.8,2,240,32,0.32,0.74,0,0.5,1,1,-6.8
0,2.423,2,240,52,0.52,0.94,1,0.5,1,1,2.423
1,2.059,2,240,105,0.35,1.05,1,0.5,1,1,2.059
1,8.25,2,240,0,-0.53,-1.3,0,0.5,1,1,-8.25
0,3.351,2,240,38,0.38,0.43,1,0.5,1,1,3.351
1,7.769,2,240,0,-0.54,-0.62,1,0.5,1,1,7.769
1,4.357,2,240,0,-0.43,-0.58,1,0.5,1,1,4.357
1,3.482,2,240,132,0.49,1.32,1,0.5,0,1,3.482
1,1.438,2,240,0,0.53,1.02,0,0.5,0,1,-1.438
1,8.282,2,240,0,0.53,1.4,1,0.5,0,1,8.282
0,1.355,2,240,35,0.35,0.84,0,0.5,0,1,-1.355
1,1.782,2,240,0,-0.42,-0.38,1,0.5,0,1,1.782
1,3.217,2,240,-72,-0.38,-0.72,1,0.5,0,1,3.217
0,2.111,2,240,-32,-0.32,-0.74,1,0.5,0,1,2.111
0,1.991,2,240,45,0.45,0.58,1,0.5,1,1,1.991
0,7.28,2,240,-45,-0.45,-0.77,0,0.5,0,1,-7.28
0,1.948,2,240,50,0.5,0.86,1,0.5,0,1,1.948
0,2.452,2,240,40,0.4,0.72,1,0.5,0,1,2.452
1,2.05,2,240,0,-0.38,-0.54,1,0.5,1,1,2.05
1,2.136,2,240,74,0.3,0.74,1,0.5,0,1,2.136
1,2.134,2,240,0,-0.34,-0.43,1,0.5,0,1,2.134
0,3.386,2,240,-33,-0.33,-1.05,1,0.5,0,1,3.386
0,4.506,2,240,34,0.34,0.65,1,0.5,0,1,4.506
0,6.902,2,240,-37,-0.37,-0.77,1,0.5,1,1,6.902
1,7.2,2,240,0,-0.3,-0.62,0,0.5,1,1,-7.2
1,7.227,2,240,-130,-0.53,-1.3,0,0.5,0,1,-7.227
1,5.882,2,240,0,-0.38,-0.8,0,0.5,1,1,-5.882
1,4.218,2,240,-37,-0.46,-0.37,1,0.5,1,1,4.218
1,4.764,2,240,-78,-0.54,-0.78,1,0.5,0,1,4.764
1,2.561,2,240,0,0.49,1.22,1,0.5,1,1,2.561
0,1.09,2,240,38,0.38,0.72,1,0.5,1,1,1.09
0,4.074,2,240,-47,-0.47,-1.22,1,0.5,0,1,4.074
0,2.719,2,240,43,0.43,0.52,1,0.5,0,1,2.719
1,3.402,2,240,0,-0.51,-0.82,1,0.5,1,1,3.402
0,2.138,2,240,46,0.46,0.37,1,0.5,1,1,2.138
1,2.462,2,240,0,0.49,1.22,1,0.5,1,1,2.462
1,2.815,2,240,0,-0.49,-1.22,0,0.5,1,1,-2.815
0,1.826,2,241,44,0.44,0.39,1,0.5,1,1,1.826
1,2.926,2,241,0,-0.41,-0.71,1,0.5,1,1,2.926
0,2.836,2,241,42,0.42,0.4,1,0.5,0,1,2.836
1,2.293,2,241,-39,-0.46,-0.39,1,0.5,0,1,2.293
1,2.11,2,241,98,0.35,0.98,1,0.5,0,1,2.11
1,5.391,2,241,-64,-0.38,-0.64,1,0.5,1,1,5.391
0,3.835,2,241,35,0.35,0.91,0,0.5,1,1,-3.835
0,3.851,2,241,40,0.4,0.88,0,0.5,1,1,-3.851
1,2.893,2,241,-132,-0.45,-1.32,0,0.5,0,1,-2.893
1,1.627,2,241,151,0.55,1.51,1,0.5,1,1,1.627
1,3.477,2,241,0,-0.36,-0.43,1,0.5,1,1,3.477
1,1.868,2,241,130,0.55,1.3,1,0.5,0,1,1.868
0,1.902,2,241,43,0.43,0.77,1,0.5,0,1,1.902
1,4.175,2,241,-113,-0.49,-1.13,0,0.5,1,1,-4.175
0,1.893,2,241,-33,-0.33,-1.05,1,0.5,0,1,1.893
0,8.892,2,241,-53,-0.53,-1.51,1,0.5,1,1,8.892
1,1.468,2,241,0,-0.53,-0.82,1,0.5,0,1,1.468
1,5.469,2,241,96,0.42,0.96,1,0.5,0,1,5.469
1,2.144,2,241,0,-0.3,-0.74,0,0.5,0,1,-2.144
0,1.819,2,241,52,0.52,0.62,1,0.5,1,1,1.819
1,1.554,2,241,0,0.49,1.22,1,0.5,0,1,1.554
1,2.619,2,241,0,-0.46,-0.39,1,0.5,1,1,2.619
0,9.974,2,241,45,0.45,1.03,0,0.5,1,1,-9.974
1,5.008,2,241,-43,-0.34,-0.43,1,0.5,0,1,5.008
0,2.454,2,241,50,0.5,0.94,1,0.5,0,1,2.454
0,3.285,2,241,53,0.53,0.92,1,0.5,0,1,3.285
1,4.043,2,241,0,0.3,0.68,1,0.5,1,1,4.043
1,2.195,2,241,-86,-0.52,-0.86,1,0.5,1,1,2.195
1,1.959,2,241,112,0.49,1.12,1,0.5,1,1,1.959
0,1.909,2,241,34,0.34,0.43,1,0.5,1,1,1.909
0,2.342,2,241,43,0.43,0.77,1,0.5,1,1,2.342
0,2.353,2,241,32,0.32,0.5,1,0.5,0,1,2.353
1,1.986,2,241,-52,-0.45,-0.52,1,0.5,0,1,1.986
0,2.427,2,241,34,0.34,0.43,1,0.5,0,1,2.427
1,1.827,2,241,0,-0.51,-0.82,1,0.5,1,1,1.827
1,2.744,2,241,0,-0.37,-0.77,0,0.5,1,1,-2.744
0,3.4,2,241,-38,-0.38,-0.8,1,0.5,0,1,3.4
1,6.073,2,241,-130,-0.55,-1.3,0,0.5,0,1,-6.073
1,2.569,2,241,-50,-0.32,-0.5,1,0.5,1,1,2.569
1,6.225,2,242,0,-0.47,-1.32,0,0.5,1,1,-6.225
0,2.991,2,242,43,0.43,0.52,1,0.5,0,1,2.991
0,3.257,2,242,30,0.3,0.62,0,0.5,1,1,-3.257
0,4.008,2,242,35,0.35,0.84,0,0.5,1,1,-4.008
1,2.671,2,242,0,-0.4,-0.72,1,0.5,1,1,2.671
1,4.642,2,242,0,-0.53,-1.02,1,0.5,0,1,4.642
1,2.692,2,242,0,0.33,1.05,1,0.5,0,1,2.692
0,1.358,2,242,51,0.51,1.02,1,0.5,0,1,1.358
1,2.491,2,242,0,-0.41,-0.65,1,0.5,0,1,2.491
1,4.942,2,242,-122,-0.53,-1.22,0,0.5,1,1,-4.942
1,5.907,2,242,0,-0.5,-0.7,1,0.5,0,1,5.907
0,4.383,2,242,49,0.49,1.03,0,0.5,0,1,-4.383
1,1.624,2,242,-56,-0.3,-0.56,1,0.5,1,1,1.624
1,1.558,2,242,0,0.49,1.41,1,0.5,1,1,1.558
0,1.057,2,242,38,0.38,0.59,1,0.5,1,1,1.057
1,2.374,2,242,140,0.55,1.4,1,0.5,0,1,2.374
0,1.291,2,242,53,0.53,1.4,0,0.5,1,1,-1.291
0,1.043,2,242,42,0.42,0.64,1,0.5,0,1,1.043
1,1.674,2,242,0,-0.42,-0.38,1,0.5,0,1,1.674
1,2.875,2,242,-64,-0.42,-0.64,1,0.5,0,1,2.875
1,2.104,2,242,-141,-0.49,-1.41,0,0.5,0,1,-2.104
1,2.175,2,242,0,-0.43,-0.52,1,0.5,1,1,2.175
0,1.156,2,242,41,0.41,0.65,1,0.5,1,1,1.156
0,1.092,2,242,42,0.42,0.4,1,0.5,0,1,1.092
1,2.459,2,242,0,-0.55,-1.3,0,0.5,1,1,-2.459
1,1.823,2,242,-36,-0.44,-0.36,1,0.5,1,1,1.823
1,1.774,2,242,-91,-0.37,-0.91,0,0.5,1,1,-1.774
0,1.757,2,242,44,0.44,0.36,1,0.5,1,1,1.757
1,1.476,2,242,-50,-0.32,-0.5,1,0.5,0,1,1.476
0,1.441,2,242,32,0.32,0.5,1,0.5,0,1,1.441
0,2.824,2,242,-37,-0.37,-0.84,1,0.5,0,1,2.824
0,2.274,2,242,-36,-0.36,-0.54,0,0.5,0,1,-2.274
0,1.114,2,242,38,0.38,0.88,0,0.5,1,1,-1.114
0,1.291,2,242,50,0.5,0.86,1,0.5,1,1,1.291
1,1.371,2,242,0,0.51,0.92,0,0.5,1,1,-1.371
0,1.009,2,242,52,0.52,0.86,1,0.5,0,1,1.009
1,5.46,2,242,-70,-0.54,-0.7,1,0.5,1,1,5.46
0,1.658,2,242,-53,-0.53,-1.51,1,0.5,0,1,1.658
1,1.243,2,242,-54,-0.38,-0.54,1,0.5,1,1,1.243
0,3.588,2,243,52,0.52,0.94,1,0.5,0,1,3.588
1,3.694,2,243,0,0.32,0.68,1,0.5,0,1,3.694
1,4.181,2,243,-54,-0.36,-0.54,1,0.5,1,1,4.181
0,1.55,2,243,42,0.42,0.64,1,0.5,0,1,1.55
1,2.58,2,243,0,-0.44,-0.39,1,0.5,1,1,2.58
1,5.551,2,243,-50,-0.32,-0.5,1,0.5,0,1,5.551
1,4.147,2,243,-62,-0.52,-0.62,1,0.5,1,1,4.147
1,1.983,2,243,-78,-0.52,-0.78,1,0.5,0,1,1.983
0,4.096,2,243,-51,-0.51,-1.12,1,0.5,1,1,4.096
1,1.719,2,243,140,0.55,1.4,1,0.5,0,1,1.719
0,8.646,2,243,-34,-0.34,-0.54,0,0.5,0,1,-8.646
1,1.397,2,243,0,0.35,1.05,1,0.5,0,1,1.397
0,1.768,2,243,43,0.43,0.71,1,0.5,0,1,1.768
0,1.557,2,243,44,0.44,0.38,1,0.5,1,1,1.557
0,1.668,2,243,43,0.43,0.52,1,0.5,1,1,1.668
0,2.445,2,243,-38,-0.38,-0.96,1,0.5,1,1,2.445
0,1.913,2,243,42,0.42,0.8,1,0.5,1,1,1.913
1,1.98,2,243,0,0.55,1.3,1,0.5,1,1,1.98
1,2.065,2,243,0,0.49,1.02,1,0.5,1,1,2.065
0,2.919,2,243,-40,-0.4,-0.96,1,0.5,0,1,2.919
0,2.208,2,243,-43,-0.43,-0.58,0,0.5,0,1,-2.208
0,2.901,2,243,-37,-0.37,-0.84,1,0.5,0,1,2.901
0,3.234,2,243,-45,-0.45,-1.32,1,0.5,1,1,3.234
0,1.811,2,243,50,0.5,0.78,1,0.5,1,1,1.811
0,1.582,2,243,38,0.38,0.59,1,0.5,0,1,1.582
1,3.792,2,243,43,0.34,0.43,0,0.5,1,1,-3.792
0,1.549,2,243,-37,-0.37,-0.84,1,0.5,1,1,1.549
0,4.881,2,243,46,0.46,0.38,1,0.5,0,1,4.881
1,2.251,2,243,0,-0.42,-0.38,1,0.5,0,1,2.251
1,1.616,2,243,0,0.45,1.22,1,0.5,0,1,1.616
1,1.616,2,243,0,0.33,1.05,1,0.5,1,1,1.616
0,1.753,2,243,-47,-0.47,-1.41,1,0.5,0,1,1.753
1,3.936,2,243,-151,-0.53,-1.51,0,0.5,1,1,-3.936
0,1.447,2,243,30,0.3,0.56,1,0.5,1,1,1.447
1,1.542,2,243,0,0.49,1.32,1,0.5,1,1,1.542
0,1.347,2,243,-49,-0.49,-0.92,0,0.5,0,1,-1.347
1,2.269,2,243,0,-0.41,-0.52,1,0.5,1,1,2.269
0,2.725,2,243,-55,-0.55,-1.19,1,0.5,0,1,2.725
1,1.922,2,243,-62,-0.32,-0.62,1,0.5,1,1,1.922
1,1.515,2,243,122,0.53,1.22,1,0.5,0,1,1.515
1,1.347,2,244,105,0.33,1.05,1,0.5,1,1,1.347
0,1.171,2,244,-51,-0.51,-1.12,1,0.5,0,1,1.171
1,1.337,2,244,0,0.49,1.22,1,0.5,0,1,1.337
1,2.293,2,244,-50,-0.32,-0.5,1,0.5,1,1,2.293
1,1.58,2,244,0,-0.43,-0.58,1,0.5,1,1,1.58
0,1.954,2,244,45,0.45,0.65,1,0.5,0,1,1.954
1,1.649,2,244,56,0.3,0.56,0,0.5,0,1,-1.649
0,1.588,2,244,-38,-0.38,-0.65,0,0.5,0,1,-1.588
0,2.017,2,244,-32,-0.32,-0.68,1,0.5,0,1,2.017
1,1.215,2,244,0,0.4,0.8,1,0.5,1,1,1.215
1,2.157,2,244,-151,-0.55,-1.51,0,0.5,0,1,-2.157
1,1.814,2,244,0,0.47,1.13,1,0.5,1,1,1.814
0,1.28,2,244,49,0.49,0.82,1,0.5,1,1,1.28
1,3.261,2,244,0,0.55,1.19,1,0.5,1,1,3.261
0,1.376,2,244,-55,-0.55,-1.51,1,0.5,1,1,1.376
0,1.171,2,244,52,0.52,0.78,1,0.5,1,1,1.171
0,2.563,2,244,42,0.42,0.4,1,0.5,1,1,2.563
0,1.831,2,244,-52,-0.52,-0.7,0,0.5,0,1,-1.831
1,1.467,2,244,0,0.33,1.05,1,0.5,0,1,1.467
1,1.189,2,244,0,0.53,1.02,0,0.5,0,1,-1.189
0,1.415,2,244,-38,-0.38,-0.88,1,0.5,0,1,1.415
1,0.672,2,244,0,0.53,1.4,1,0.5,0,1,0.672
0,1.481,2,244,43,0.43,0.65,1,0.5,1,1,1.481
0,1.629,2,244,-52,-0.52,-0.94,0,0.5,1,1,-1.629
0,1.454,2,244,38,0.38,0.59,1,0.5,0,1,1.454
1,3.821,2,244,0,-0.44,-0.36,1,0.5,0,1,3.821
0,4.254,2,244,-37,-0.37,-1.05,1,0.5,0,1,4.254
1,2.545,2,244,0,-0.42,-0.37,1,0.5,1,1,2.545
0,2.682,2,244,-49,-0.49,-1.13,1,0.5,1,1,2.682
0,1.91,2,244,42,0.42,0.64,1,0.5,0,1,1.91
0,1.423,2,244,-37,-0.37,-0.98,1,0.5,1,1,1.423
0,2.911,2,244,42,0.42,0.4,1,0.5,0,1,2.911
0,1.522,2,244,50,0.5,0.94,1,0.5,0,1,1.522
0,2.408,2,244,32,0.32,0.5,1,0.5,1,1,2.408
0,1.309,2,244,-49,-0.49,-0.82,0,0.5,1,1,-1.309
0,1.336,2,244,-45,-0.45,-1.13,1,0.5,0,1,1.336
1,2.146,2,244,-72,-0.4,-0.72,1,0.5,1,1,2.146
1,2.824,2,244,-58,-0.41,-0.58,1,0.5,0,1,2.824
1,1.88,2,244,0,-0.36,-0.49,1,0.5,1,1,1.88
0,1.306,2,244,34,0.34,0.43,1,0.5,1,1,1.306
